26.4139,21.921,17.0888,21.3844,44.6289
90.1771,105.407,90.4309,38.6229,15.4605
42.2242,37.5309,32.5759,42.5033,51.1238
13.7673,6.99433,4.90442,2.88671,5.59581
13.7673,6.99433,4.90442,2.88671,5.59581
52.9074,44.8095,45.206,75.3519,95.2673
133.739,283.426,263.479,200.662,159.323
47.8339,41.3991,46.9229,74.7717,88.4011
0,0,0,0,0
4.93189,13.6416,46.4105,18.0614,10.9001
0,0,0,0,0
35.4498,23.5466,18.7637,17.5055,21.2722
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
87.8714,85.6096,69.888,55.3105,44.3589
4.70118,1.09107,0.475118,0.151618,0.463133
152.401,142.242,147.924,200.078,249.49
9.83816,15.0148,15.3842,14.0608,11.0099
1.45208,0.578276,0.265806,0.298725,0.128585
1.45208,0.578276,0.265806,0.298725,0.128585
3.67522,0.72908,0.287092,0.683504,1.1942
0,0,0,0,0
123.167,95.3834,83.3753,102.737,142.674
0,0,0,0,0
2.08861,0.470124,0.374564,0.155159,0.758316
0,0,0,0,0
0,0,0,0,0
27.915,19.2847,15.0771,14.9725,25.5896
2.43075,0.965276,0.557786,0.273067,0.493212
1.47012,0.841699,0.822143,1.1459,1.16214
4.10486,10.2015,19.7667,28.2129,17.4642
3.78403,2.06712,1.39555,0.735526,2.03862
0,0,0,0,0
18.4916,14.1945,9.06253,5.81877,3.61463
21.2045,16.9133,13.3306,10.3264,8.90933
43.2143,29.0741,21.1477,16.8345,23.7442
0,0,0,0,0
14.113,12.3721,12.8197,38.4375,44.6997
22.6809,17.2667,20.9124,31.3026,33.8483
0,0,0,0,0
23.4827,13.9433,10.4248,6.17857,7.22805
2.68671,0.841463,0.690141,2.59745,3.03741
25.8367,14.6218,10.0161,3.37989,0.748131
7.88141,3.06673,3.96352,2.08514,2.93235
7.88141,3.06673,3.96352,2.08514,2.93235
0,0,0,0,0
0,0,0,0,0
12.7076,9.6636,5.12903,7.26874,17.9728
24.588,14.2831,9.40542,2.56091,2.26741
28.6652,8.94398,4.30548,12.0597,25.7629
16.8957,10.6909,8.80497,5.8128,11.9265
49.4582,34.9171,31.3526,38.4337,56.2941
0,0,0,0,0
10.7314,5.08342,3.97365,4.73178,10.0547
83.8145,63.4347,55.1151,56.2718,71.3476
9.73497,4.50662,2.59608,9.12695,13.853
47.4392,34.0052,28.8065,19.9059,12.9292
20.4958,15.0856,12.1081,15.4662,15.9613
0.151552,0.0176249,0.0324055,0,0.111245
10.6423,5.5362,4.66535,2.88128,2.79994
9.95042e-06,0,0,0,9.39964e-06
9.95042e-06,0,0,0,9.39964e-06
58.269,93.7782,142.307,113.434,60.1269
0,0,0,0,0
3.09353,1.65436,0.916686,0.673152,2.78929
11.2195,4.12036,4.64016,4.99755,5.38197
6.69483,2.53554,1.13659,0.970286,2.92755
74.6146,67.6544,59.3221,56.2096,80.4143
88.2717,35.4757,14.1336,4.40997,11.9191
5.95911,2.71305,1.495,0.741304,3.40452
17.7328,9.77333,6.5668,11.2747,19.8392
8.37685,0.672827,0.33504,0.610661,1.94642
9.55638,6.1264,4.71932,3.78734,6.23587
2.73833,3.39167,2.7013,4.20929,12.0356
0,0,0,0,0
11.1381,5.5925,5.82169,2.03574,1.81684
4.49115,2.35849,2.18526,6.72973,9.57256
16.6008,8.45246,7.1582,4.18445,2.58667
5.20843,2.73773,1.9757,1.2469,1.008
